age,job,marital,education,contact,month,day_of_week,duration,y
33,technician,married,professional.course,cellular,jul,tue,110,no
48,services,married,basic.6y,cellular,jul,tue,64,no
35,services,married,high.school,cellular,jul,tue,110,no
55,entrepreneur,divorced,university.degree,telephone,jul,tue,119,no
30,blue-collar,married,basic.9y,cellular,jul,tue,336,no
43,admin.,married,high.school,cellular,jul,tue,327,no
48,technician,married,professional.course,telephone,jul,tue,316,no
44,blue-collar,single,basic.9y,telephone,jul,tue,1127,yes
55,housemaid,married,basic.4y,telephone,jul,tue,1140,no
43,retired,married,basic.9y,cellular,jul,tue,284,no
38,management,divorced,university.degree,cellular,jul,tue,543,no
54,retired,divorced,basic.4y,cellular,jul,tue,189,no
37,admin.,single,high.school,cellular,jul,tue,52,no
37,admin.,single,high.school,cellular,jul,tue,223,no
44,housemaid,married,university.degree,cellular,jul,tue,468,no
26,unemployed,married,high.school,cellular,jul,tue,322,no
51,blue-collar,divorced,basic.9y,cellular,jul,tue,61,no
41,housemaid,divorced,high.school,cellular,jul,tue,185,no
53,services,married,high.school,cellular,jul,tue,347,no
30,admin.,divorced,university.degree,telephone,jul,tue,399,no
46,admin.,married,university.degree,cellular,jul,tue,340,no
47,housemaid,married,basic.4y,cellular,jul,tue,637,no
58,retired,divorced,professional.course,cellular,jul,tue,60,no
25,admin.,single,high.school,cellular,jul,tue,234,no
53,housemaid,married,basic.4y,cellular,jul,tue,165,no
47,housemaid,married,basic.4y,telephone,jul,tue,308,no
31,blue-collar,single,professional.course,cellular,jul,tue,75,no
45,admin.,married,university.degree,cellular,jul,tue,242,no
55,management,married,basic.4y,cellular,jul,tue,142,no
44,unknown,married,high.school,cellular,jul,tue,153,no
55,housemaid,married,basic.4y,telephone,jul,tue,481,no
30,admin.,single,university.degree,telephone,jul,tue,128,no
46,admin.,married,university.degree,telephone,jul,tue,53,no
37,admin.,single,high.school,cellular,jul,tue,234,no
44,technician,divorced,unknown,telephone,jul,tue,222,no
30,blue-collar,single,high.school,cellular,jul,tue,186,no
30,technician,married,professional.course,cellular,jul,tue,333,no
37,admin.,single,high.school,cellular,jul,tue,333,no
52,admin.,married,university.degree,cellular,jul,tue,79,no
38,blue-collar,married,unknown,cellular,jul,tue,112,no
34,services,married,high.school,telephone,jul,tue,157,no
34,blue-collar,single,high.school,cellular,jul,tue,101,no
32,admin.,married,high.school,cellular,jul,tue,193,no
47,retired,married,university.degree,telephone,jul,tue,863,no
35,management,single,university.degree,cellular,jul,tue,590,no
38,admin.,married,university.degree,cellular,jul,tue,92,no
52,admin.,single,high.school,cellular,jul,tue,153,no
40,housemaid,married,basic.6y,telephone,jul,tue,225,no
37,admin.,single,high.school,telephone,jul,tue,49,no
27,services,single,basic.9y,cellular,jul,tue,88,no
31,blue-collar,single,professional.course,cellular,jul,tue,825,no
30,entrepreneur,single,university.degree,telephone,jul,tue,254,no
34,admin.,single,university.degree,cellular,jul,wed,11,no
45,admin.,married,university.degree,cellular,jul,wed,520,no
56,technician,married,basic.4y,cellular,jul,wed,138,no
48,entrepreneur,married,basic.9y,cellular,jul,wed,44,no
26,services,single,university.degree,cellular,jul,wed,142,no
25,services,single,high.school,cellular,jul,wed,984,no
55,services,married,basic.9y,telephone,jul,wed,78,no
28,management,married,university.degree,cellular,jul,wed,329,no
40,admin.,single,high.school,cellular,jul,wed,353,no
47,housemaid,married,basic.4y,cellular,jul,wed,189,no
31,housemaid,single,high.school,cellular,jul,wed,125,no
60,blue-collar,divorced,basic.4y,cellular,jul,wed,105,no
44,blue-collar,married,basic.6y,cellular,jul,wed,334,no
53,housemaid,married,basic.4y,cellular,jul,wed,68,no
53,management,single,professional.course,cellular,jul,wed,76,no
46,admin.,married,university.degree,cellular,jul,wed,28,no
45,housemaid,divorced,basic.4y,cellular,jul,wed,458,no
26,services,single,high.school,cellular,jul,wed,142,no
42,admin.,married,high.school,cellular,jul,wed,189,no
29,blue-collar,married,high.school,cellular,jul,wed,70,no
40,unemployed,divorced,university.degree,cellular,jul,wed,18,no
45,technician,married,professional.course,cellular,jul,wed,158,no
39,admin.,single,university.degree,cellular,jul,wed,59,no
32,services,single,basic.9y,cellular,jul,wed,31,no
39,admin.,single,university.degree,cellular,jul,wed,150,no
56,retired,married,basic.6y,telephone,jul,wed,90,no
39,admin.,single,university.degree,cellular,jul,wed,258,no
37,admin.,single,university.degree,cellular,jul,wed,305,no
47,services,divorced,basic.4y,cellular,jul,wed,67,no
39,admin.,married,high.school,telephone,jul,wed,128,no
50,services,single,high.school,cellular,jul,wed,99,no
49,admin.,divorced,basic.9y,cellular,jul,wed,39,no
49,admin.,divorced,basic.9y,cellular,jul,wed,70,no
32,admin.,married,university.degree,cellular,jul,wed,112,no
25,services,single,high.school,cellular,jul,wed,113,no
41,student,married,unknown,cellular,jul,wed,69,no
56,retired,married,basic.6y,cellular,jul,wed,120,no
59,retired,married,high.school,cellular,jul,wed,81,no
50,services,divorced,basic.6y,cellular,jul,wed,684,yes
37,admin.,single,university.degree,cellular,jul,wed,312,no
33,technician,married,university.degree,telephone,jul,wed,89,no
49,services,married,high.school,cellular,jul,wed,42,no
25,services,single,high.school,cellular,jul,wed,843,yes
38,technician,married,university.degree,cellular,jul,wed,150,no
38,admin.,single,university.degree,cellular,jul,wed,834,no
58,technician,married,basic.9y,cellular,jul,wed,528,no
58,technician,married,basic.9y,cellular,jul,wed,516,no
44,services,married,high.school,cellular,jul,wed,86,no
46,admin.,married,university.degree,cellular,jul,wed,129,no
46,services,divorced,high.school,cellular,jul,wed,652,no
40,housemaid,married,basic.6y,cellular,jul,wed,102,no
42,entrepreneur,single,unknown,cellular,jul,wed,295,no
23,services,married,high.school,cellular,jul,wed,650,yes
25,services,single,high.school,telephone,jul,wed,273,no
29,admin.,single,high.school,telephone,jul,wed,38,no
34,technician,single,professional.course,cellular,jul,wed,409,no
39,services,divorced,high.school,cellular,jul,wed,160,no
45,admin.,single,professional.course,cellular,jul,wed,77,no
36,services,married,high.school,cellular,jul,wed,65,no
24,blue-collar,single,basic.4y,cellular,jul,wed,132,no
31,services,single,high.school,cellular,jul,wed,166,no
30,entrepreneur,single,university.degree,cellular,jul,wed,192,no
45,blue-collar,married,basic.9y,cellular,jul,wed,73,no
55,entrepreneur,single,unknown,telephone,jul,wed,542,yes
27,services,single,basic.9y,telephone,jul,wed,120,no
55,unknown,married,unknown,cellular,jul,wed,219,no
41,blue-collar,married,basic.6y,telephone,jul,wed,47,no
36,admin.,married,high.school,cellular,jul,wed,93,no
44,services,divorced,high.school,cellular,jul,wed,32,no
52,management,married,university.degree,cellular,jul,wed,119,no
28,self-employed,married,university.degree,cellular,jul,wed,229,no
43,admin.,married,high.school,cellular,jul,wed,25,no
44,unknown,married,high.school,telephone,jul,wed,195,no
58,entrepreneur,married,university.degree,telephone,jul,wed,64,no
42,management,married,university.degree,telephone,jul,wed,270,no
32,admin.,married,professional.course,cellular,jul,wed,173,no
28,self-employed,married,university.degree,cellular,jul,wed,695,no
35,blue-collar,married,basic.9y,cellular,jul,wed,85,no
40,admin.,divorced,university.degree,cellular,jul,wed,594,no
50,admin.,married,university.degree,cellular,jul,wed,115,no
58,entrepreneur,married,university.degree,cellular,jul,wed,101,no
30,admin.,single,high.school,cellular,jul,wed,605,no
55,entrepreneur,divorced,university.degree,cellular,jul,wed,537,no
22,services,married,basic.9y,telephone,jul,wed,42,no
28,self-employed,single,university.degree,telephone,jul,wed,51,no
25,admin.,single,high.school,cellular,jul,wed,71,no
39,technician,married,university.degree,cellular,jul,wed,141,no
43,admin.,married,high.school,cellular,jul,wed,351,no
33,admin.,married,university.degree,cellular,jul,wed,50,no
28,technician,single,professional.course,cellular,jul,wed,76,no
34,admin.,married,university.degree,cellular,jul,wed,183,no
34,technician,married,professional.course,cellular,jul,wed,58,no
41,housemaid,divorced,basic.9y,cellular,jul,wed,141,no
34,technician,married,professional.course,cellular,jul,wed,187,no
37,admin.,married,university.degree,cellular,jul,wed,55,no
44,admin.,married,high.school,cellular,jul,wed,164,no
28,technician,single,professional.course,cellular,jul,wed,111,no
40,technician,single,unknown,telephone,jul,wed,145,no
52,blue-collar,divorced,basic.4y,cellular,jul,wed,292,no
24,blue-collar,single,basic.9y,cellular,jul,wed,71,no
36,technician,single,professional.course,cellular,jul,wed,14,no
24,blue-collar,single,basic.9y,cellular,jul,wed,220,no
50,services,single,high.school,telephone,jul,wed,340,no
36,unemployed,single,high.school,cellular,jul,wed,148,no
51,blue-collar,married,high.school,cellular,jul,wed,105,no
56,management,married,university.degree,telephone,jul,wed,154,no
37,blue-collar,married,basic.6y,cellular,jul,wed,83,no
37,blue-collar,married,basic.6y,cellular,jul,wed,77,no
39,blue-collar,married,basic.9y,cellular,jul,wed,138,no
37,blue-collar,married,basic.6y,cellular,jul,wed,244,no
36,unemployed,single,high.school,cellular,jul,wed,597,no
40,unemployed,divorced,university.degree,cellular,jul,wed,161,no
34,admin.,married,university.degree,telephone,jul,wed,171,no
50,services,single,high.school,cellular,jul,wed,81,no
40,unemployed,divorced,university.degree,cellular,jul,wed,1373,yes
47,unknown,married,unknown,cellular,jul,wed,133,no
41,housemaid,divorced,basic.9y,cellular,jul,wed,122,no
44,admin.,single,university.degree,cellular,jul,wed,153,no
33,management,single,university.degree,cellular,jul,wed,65,no
44,self-employed,married,basic.9y,cellular,jul,wed,41,no
46,admin.,married,university.degree,cellular,jul,wed,29,no
28,self-employed,married,university.degree,cellular,jul,wed,86,no
31,admin.,married,university.degree,cellular,jul,wed,255,no
35,blue-collar,married,professional.course,cellular,jul,wed,218,no
39,admin.,married,university.degree,telephone,jul,wed,197,no
35,admin.,married,high.school,cellular,jul,wed,788,yes
31,housemaid,single,high.school,cellular,jul,wed,380,no
30,blue-collar,married,basic.9y,cellular,jul,wed,988,yes
25,admin.,single,high.school,cellular,jul,wed,55,no
50,services,single,high.school,cellular,jul,wed,129,no
33,student,married,high.school,cellular,jul,wed,622,no
41,technician,divorced,professional.course,telephone,jul,wed,38,no
53,blue-collar,married,basic.6y,cellular,jul,wed,86,no
36,admin.,married,high.school,cellular,jul,wed,227,no
41,services,divorced,high.school,cellular,jul,wed,120,no
30,services,married,high.school,cellular,jul,wed,149,no
33,technician,married,professional.course,cellular,jul,wed,144,no
32,blue-collar,single,university.degree,cellular,jul,wed,126,no
44,technician,single,university.degree,telephone,jul,wed,185,no
25,services,single,basic.9y,cellular,jul,wed,197,no
32,admin.,married,university.degree,cellular,jul,wed,543,yes
37,blue-collar,married,basic.6y,cellular,jul,wed,99,no
32,technician,single,professional.course,cellular,jul,wed,156,no
40,management,single,high.school,cellular,jul,wed,94,no
39,blue-collar,married,basic.9y,telephone,jul,wed,87,no
31,blue-collar,single,high.school,telephone,jul,wed,82,no
25,student,single,university.degree,cellular,jul,wed,77,no
25,services,single,basic.9y,cellular,jul,wed,444,no
41,housemaid,married,basic.6y,telephone,jul,wed,34,no
31,blue-collar,single,high.school,cellular,jul,wed,287,no
33,student,married,high.school,cellular,jul,wed,73,no
31,admin.,single,university.degree,cellular,jul,wed,152,no
51,technician,married,professional.course,cellular,jul,wed,69,no
24,blue-collar,single,basic.9y,cellular,jul,wed,74,no
25,services,single,basic.9y,cellular,jul,wed,535,no
29,student,single,university.degree,cellular,jul,wed,209,no
30,technician,single,university.degree,cellular,jul,wed,72,no
51,housemaid,married,high.school,cellular,jul,wed,44,no
52,admin.,married,basic.9y,cellular,jul,wed,1171,yes
41,services,divorced,high.school,cellular,jul,wed,72,no
55,entrepreneur,divorced,professional.course,telephone,jul,wed,117,no
33,blue-collar,divorced,basic.9y,cellular,jul,wed,729,yes
57,admin.,single,university.degree,cellular,jul,wed,341,no
28,self-employed,married,university.degree,cellular,jul,wed,186,no
33,technician,married,professional.course,cellular,jul,wed,96,no
25,services,single,basic.9y,cellular,jul,wed,509,yes
32,admin.,married,professional.course,telephone,jul,wed,166,no
34,technician,single,professional.course,cellular,jul,wed,1078,no
30,blue-collar,married,basic.9y,telephone,jul,wed,27,no
35,services,married,high.school,cellular,jul,wed,698,no
25,admin.,single,high.school,cellular,jul,wed,114,no
40,admin.,married,university.degree,telephone,jul,wed,340,no
31,admin.,married,high.school,cellular,jul,wed,106,no
40,admin.,married,university.degree,cellular,jul,wed,424,no
35,services,married,high.school,cellular,jul,wed,436,no
34,self-employed,single,university.degree,cellular,jul,wed,159,no
34,self-employed,single,university.degree,cellular,jul,wed,208,no
36,admin.,married,high.school,cellular,jul,wed,96,no
34,self-employed,single,university.degree,cellular,jul,wed,359,no
48,services,married,basic.6y,cellular,jul,wed,69,no
32,blue-collar,married,high.school,cellular,jul,wed,259,no
38,blue-collar,married,unknown,cellular,jul,wed,225,no
37,admin.,married,high.school,telephone,jul,wed,1089,yes
40,technician,married,professional.course,cellular,jul,wed,65,no
48,technician,married,professional.course,cellular,jul,wed,266,no
34,self-employed,single,university.degree,cellular,jul,wed,1211,yes
44,blue-collar,single,basic.9y,cellular,jul,wed,50,no
57,management,married,unknown,cellular,jul,wed,178,no
37,admin.,single,high.school,telephone,jul,wed,130,no
41,housemaid,divorced,basic.9y,cellular,jul,wed,118,no
36,blue-collar,divorced,basic.9y,telephone,jul,wed,109,no
39,admin.,single,basic.9y,cellular,jul,wed,94,no
58,blue-collar,married,basic.4y,cellular,jul,wed,647,no
55,blue-collar,married,professional.course,cellular,jul,wed,120,no
36,admin.,married,high.school,cellular,jul,wed,136,no
31,blue-collar,married,professional.course,cellular,jul,wed,458,yes
48,entrepreneur,married,basic.9y,cellular,jul,wed,438,no
40,self-employed,married,university.degree,cellular,jul,wed,225,no
35,student,single,unknown,cellular,jul,wed,103,no
29,services,single,high.school,cellular,jul,wed,112,no
42,admin.,single,high.school,cellular,jul,wed,145,no
39,technician,single,university.degree,cellular,jul,wed,31,no
48,technician,divorced,professional.course,telephone,jul,wed,216,no
25,admin.,married,high.school,telephone,jul,wed,156,no
56,services,single,high.school,cellular,jul,wed,52,no
32,admin.,married,high.school,cellular,jul,wed,154,no
36,technician,married,high.school,cellular,jul,wed,1165,no
50,services,single,high.school,cellular,jul,wed,117,no
44,admin.,married,university.degree,cellular,jul,wed,89,no
30,unemployed,single,university.degree,cellular,jul,wed,266,no
33,admin.,married,university.degree,cellular,jul,wed,107,no
44,admin.,married,university.degree,cellular,jul,wed,486,no
30,blue-collar,single,high.school,cellular,jul,wed,72,no
39,technician,married,university.degree,cellular,jul,wed,63,no
44,admin.,married,high.school,telephone,jul,wed,100,no
41,management,married,university.degree,cellular,jul,wed,174,no
25,admin.,single,high.school,cellular,jul,wed,62,no
33,admin.,single,professional.course,cellular,jul,wed,520,no
45,admin.,married,university.degree,cellular,jul,wed,103,no
30,admin.,single,high.school,cellular,jul,wed,233,no
24,technician,single,university.degree,cellular,jul,wed,109,no
34,technician,married,professional.course,cellular,jul,wed,64,no
34,unemployed,married,high.school,cellular,jul,wed,41,no
36,blue-collar,married,professional.course,cellular,jul,wed,153,no
33,admin.,divorced,high.school,cellular,jul,wed,57,no
38,housemaid,married,high.school,cellular,jul,wed,335,no
56,retired,divorced,basic.4y,cellular,jul,wed,246,no
35,admin.,single,high.school,cellular,jul,wed,86,no
58,retired,divorced,professional.course,cellular,jul,wed,85,no
31,unemployed,divorced,university.degree,cellular,jul,wed,104,no
57,admin.,married,university.degree,cellular,jul,wed,35,no
46,services,married,high.school,cellular,jul,wed,149,no
31,blue-collar,single,basic.9y,cellular,jul,wed,85,no
31,admin.,married,high.school,cellular,jul,wed,82,no
36,blue-collar,married,basic.6y,telephone,jul,wed,350,no
36,self-employed,single,university.degree,cellular,jul,wed,540,yes
29,technician,married,university.degree,cellular,jul,wed,115,no
58,management,married,basic.9y,cellular,jul,wed,109,no
43,management,married,unknown,cellular,jul,wed,595,no
42,self-employed,married,university.degree,cellular,jul,wed,155,no
37,technician,married,professional.course,telephone,jul,wed,242,no
35,self-employed,single,university.degree,cellular,jul,wed,288,no
37,admin.,married,university.degree,cellular,jul,wed,163,no
39,self-employed,married,professional.course,telephone,jul,wed,339,no
34,services,married,high.school,telephone,jul,wed,29,no
33,services,married,high.school,telephone,jul,wed,139,no
36,admin.,divorced,university.degree,cellular,jul,wed,123,no
48,technician,married,professional.course,cellular,jul,wed,72,no
26,management,single,university.degree,cellular,jul,wed,352,no
36,admin.,divorced,university.degree,cellular,jul,wed,103,no
56,retired,divorced,high.school,cellular,jul,wed,173,no
27,blue-collar,single,high.school,telephone,jul,wed,168,no
36,management,married,university.degree,cellular,jul,wed,50,no
30,services,single,basic.9y,cellular,jul,wed,22,no
53,technician,married,professional.course,telephone,jul,wed,191,no
37,entrepreneur,divorced,high.school,cellular,jul,wed,245,no
46,admin.,single,high.school,cellular,jul,wed,251,no
23,student,single,high.school,cellular,jul,wed,139,no
31,admin.,single,university.degree,cellular,jul,wed,95,no
23,services,single,high.school,cellular,jul,wed,207,no
32,admin.,single,high.school,cellular,jul,wed,88,no
35,technician,married,high.school,cellular,jul,wed,96,no
24,admin.,single,high.school,cellular,jul,wed,100,no
58,housemaid,married,basic.4y,cellular,jul,wed,638,no
26,blue-collar,married,high.school,cellular,jul,wed,142,no
46,technician,divorced,professional.course,cellular,jul,wed,90,no
35,admin.,married,university.degree,cellular,jul,wed,695,yes
39,admin.,married,university.degree,cellular,jul,wed,53,no
44,admin.,divorced,high.school,cellular,jul,wed,269,no
48,services,married,professional.course,cellular,jul,wed,354,no
30,admin.,single,high.school,cellular,jul,wed,251,no
43,admin.,divorced,high.school,cellular,jul,wed,764,yes
40,services,married,high.school,cellular,jul,wed,251,no
37,services,single,high.school,cellular,jul,wed,411,no
40,self-employed,single,university.degree,cellular,jul,wed,1065,yes
33,unemployed,married,high.school,cellular,jul,wed,590,no
35,self-employed,married,university.degree,telephone,jul,wed,100,no
39,admin.,married,high.school,cellular,jul,wed,184,no
43,technician,divorced,professional.course,cellular,jul,wed,180,no
45,unknown,single,high.school,cellular,jul,wed,83,no
42,technician,married,university.degree,cellular,jul,wed,130,no
41,management,married,university.degree,telephone,jul,wed,300,no
44,admin.,divorced,high.school,cellular,jul,wed,70,no
35,technician,married,professional.course,cellular,jul,wed,126,no
24,technician,single,university.degree,cellular,jul,wed,141,no
42,technician,married,basic.9y,cellular,jul,wed,130,no
34,technician,married,professional.course,cellular,jul,wed,75,no
43,housemaid,married,basic.6y,cellular,jul,wed,61,no
30,admin.,single,high.school,cellular,jul,wed,95,no
35,blue-collar,married,basic.9y,cellular,jul,wed,1259,no
56,blue-collar,married,basic.9y,cellular,jul,wed,70,no
39,services,married,high.school,cellular,jul,wed,356,yes
58,unknown,married,high.school,cellular,jul,wed,258,no
38,admin.,married,unknown,cellular,jul,wed,311,no
39,services,single,high.school,cellular,jul,wed,239,no
32,admin.,married,university.degree,telephone,jul,wed,2692,yes
28,services,married,high.school,telephone,jul,wed,79,no
49,technician,married,basic.9y,cellular,jul,wed,117,no
48,admin.,divorced,university.degree,cellular,jul,wed,121,no
32,management,single,university.degree,cellular,jul,wed,675,yes
51,management,married,basic.9y,cellular,jul,wed,71,no
35,blue-collar,married,basic.4y,cellular,jul,wed,103,no
45,services,divorced,high.school,cellular,jul,wed,230,no
40,admin.,married,professional.course,cellular,jul,wed,100,no
33,services,married,professional.course,cellular,jul,wed,192,no
38,admin.,married,unknown,cellular,jul,wed,87,no
56,technician,divorced,university.degree,cellular,jul,wed,448,no
33,unemployed,married,high.school,cellular,jul,wed,285,no
54,housemaid,married,basic.4y,cellular,jul,wed,92,no
42,blue-collar,married,basic.4y,cellular,jul,wed,54,no
51,management,married,basic.9y,cellular,jul,wed,154,no
37,blue-collar,married,basic.9y,cellular,jul,wed,184,no
30,admin.,single,high.school,telephone,jul,wed,196,no
32,admin.,married,high.school,cellular,jul,wed,185,no
40,self-employed,single,university.degree,telephone,jul,wed,98,no
24,blue-collar,single,basic.9y,cellular,jul,wed,590,no
33,services,married,professional.course,cellular,jul,wed,782,yes
26,admin.,single,university.degree,telephone,jul,wed,342,no
35,technician,married,professional.course,cellular,jul,wed,151,no
44,admin.,single,basic.6y,telephone,jul,wed,383,no
33,admin.,divorced,high.school,cellular,jul,wed,249,no
36,management,married,university.degree,cellular,jul,wed,93,no
58,retired,married,basic.4y,cellular,jul,wed,134,no
27,self-employed,married,university.degree,telephone,jul,wed,215,no
37,housemaid,single,professional.course,cellular,jul,wed,60,no
39,technician,married,high.school,cellular,jul,wed,188,no
37,blue-collar,married,professional.course,cellular,jul,wed,83,no
46,technician,divorced,professional.course,cellular,jul,wed,187,no
36,management,married,university.degree,cellular,jul,wed,777,yes
30,admin.,single,university.degree,telephone,jul,wed,84,no
31,services,single,high.school,cellular,jul,wed,21,no
29,admin.,single,high.school,cellular,jul,wed,160,no
32,technician,single,university.degree,cellular,jul,wed,61,no
42,blue-collar,married,basic.4y,cellular,jul,wed,53,no
22,unemployed,single,high.school,telephone,jul,wed,82,no
51,management,married,basic.9y,telephone,jul,wed,208,no
36,technician,married,professional.course,cellular,jul,wed,84,no
42,blue-collar,married,basic.4y,cellular,jul,wed,962,yes
43,services,married,high.school,cellular,jul,wed,105,no
48,services,married,professional.course,cellular,jul,wed,98,no
38,admin.,married,high.school,cellular,jul,wed,166,no
26,blue-collar,single,high.school,cellular,jul,wed,111,no
38,admin.,married,unknown,cellular,jul,wed,481,yes
44,management,married,university.degree,cellular,jul,thu,148,no
40,admin.,married,basic.9y,cellular,jul,thu,106,no
55,technician,married,professional.course,cellular,jul,thu,101,no
44,admin.,divorced,high.school,cellular,jul,thu,75,no
49,technician,married,basic.9y,cellular,jul,thu,75,no
27,admin.,single,professional.course,cellular,jul,thu,114,no
42,admin.,married,university.degree,telephone,jul,thu,24,no
56,entrepreneur,married,basic.4y,cellular,jul,thu,20,no
32,blue-collar,single,high.school,telephone,jul,thu,234,no
28,services,married,high.school,cellular,jul,thu,15,no
28,admin.,single,university.degree,cellular,jul,thu,13,no
41,self-employed,divorced,university.degree,cellular,jul,thu,81,no
41,admin.,single,university.degree,cellular,jul,thu,435,no
52,retired,married,basic.9y,cellular,jul,thu,59,no
38,admin.,married,high.school,cellular,jul,thu,175,no
54,blue-collar,married,basic.9y,cellular,jul,thu,150,no
47,admin.,married,basic.9y,telephone,jul,thu,43,no
37,services,single,high.school,cellular,jul,thu,52,no
40,unknown,married,unknown,cellular,jul,thu,67,no
36,blue-collar,married,basic.9y,cellular,jul,thu,85,no
35,self-employed,married,university.degree,telephone,jul,thu,11,no
30,admin.,single,high.school,cellular,jul,thu,13,no
34,technician,married,university.degree,cellular,jul,thu,153,no
28,admin.,single,high.school,cellular,jul,thu,87,no
42,admin.,divorced,university.degree,telephone,jul,thu,46,no
35,admin.,single,high.school,cellular,jul,thu,283,no
28,services,married,high.school,cellular,jul,thu,69,no
36,unemployed,married,university.degree,cellular,jul,thu,616,no
58,blue-collar,divorced,basic.4y,telephone,jul,thu,69,no
30,admin.,single,high.school,cellular,jul,thu,160,no
46,technician,divorced,professional.course,cellular,jul,thu,165,no
56,technician,divorced,university.degree,cellular,jul,thu,13,no
42,admin.,married,high.school,cellular,jul,thu,141,no
37,blue-collar,divorced,basic.9y,cellular,jul,thu,346,no
39,admin.,married,university.degree,cellular,jul,thu,79,no
37,admin.,married,university.degree,cellular,jul,thu,175,no
56,retired,divorced,high.school,cellular,jul,thu,11,no
37,services,divorced,high.school,cellular,jul,thu,98,no
50,technician,single,high.school,telephone,jul,thu,125,no
36,blue-collar,married,basic.6y,cellular,jul,thu,11,no
29,technician,married,university.degree,cellular,jul,thu,5,no
35,technician,married,professional.course,cellular,jul,thu,12,no
37,entrepreneur,divorced,high.school,cellular,jul,thu,812,yes
36,blue-collar,single,high.school,cellular,jul,thu,8,no
33,technician,single,professional.course,cellular,jul,thu,194,no
29,admin.,single,high.school,cellular,jul,thu,130,no
39,services,married,high.school,cellular,jul,thu,68,no
32,blue-collar,single,high.school,cellular,jul,thu,110,no
43,technician,divorced,professional.course,cellular,jul,thu,87,no
36,blue-collar,married,basic.6y,cellular,jul,thu,517,no
36,management,married,university.degree,cellular,jul,thu,350,no
40,technician,married,professional.course,telephone,jul,thu,921,no
40,blue-collar,single,basic.9y,cellular,jul,thu,217,no
32,admin.,single,university.degree,cellular,jul,thu,749,no
33,services,married,professional.course,cellular,jul,thu,630,yes
32,admin.,divorced,high.school,cellular,jul,thu,81,no
34,technician,married,university.degree,cellular,jul,thu,85,no
29,admin.,married,high.school,cellular,jul,thu,468,no
48,services,married,professional.course,cellular,jul,thu,55,no
39,technician,married,high.school,cellular,jul,thu,28,no
35,technician,married,professional.course,cellular,jul,thu,207,no
30,admin.,single,university.degree,cellular,jul,thu,27,no
42,self-employed,married,university.degree,telephone,jul,thu,1088,yes
37,blue-collar,divorced,basic.9y,cellular,jul,thu,1150,yes
35,technician,married,professional.course,cellular,jul,thu,570,no
39,technician,married,high.school,cellular,jul,thu,404,no
46,admin.,single,high.school,cellular,jul,thu,75,no
39,technician,married,high.school,cellular,jul,thu,232,no
50,technician,married,high.school,cellular,jul,thu,190,no
46,admin.,single,high.school,cellular,jul,thu,37,no
27,admin.,married,high.school,cellular,jul,thu,84,no
52,blue-collar,married,basic.4y,cellular,jul,thu,92,no
56,technician,divorced,university.degree,cellular,jul,thu,384,no
28,admin.,single,university.degree,cellular,jul,thu,321,no
52,blue-collar,married,unknown,cellular,jul,thu,394,no
27,blue-collar,single,basic.4y,cellular,jul,thu,451,no
29,admin.,single,university.degree,cellular,jul,thu,117,no
27,blue-collar,single,basic.4y,cellular,jul,thu,508,no
22,unemployed,single,high.school,cellular,jul,thu,60,no
48,entrepreneur,married,university.degree,cellular,jul,thu,207,no
31,blue-collar,single,high.school,cellular,jul,thu,107,no
45,admin.,married,university.degree,cellular,jul,thu,196,no
38,admin.,married,high.school,cellular,jul,thu,106,no
48,entrepreneur,married,university.degree,cellular,jul,thu,413,no
35,technician,married,professional.course,cellular,jul,thu,15,no
28,services,married,high.school,cellular,jul,thu,81,no
36,student,divorced,university.degree,cellular,jul,thu,125,no
29,admin.,single,university.degree,cellular,jul,thu,543,no
45,admin.,married,university.degree,telephone,jul,thu,91,no
56,entrepreneur,married,basic.4y,cellular,jul,thu,14,no
44,admin.,single,basic.6y,cellular,jul,thu,130,no
33,services,married,professional.course,cellular,jul,thu,151,no
29,admin.,single,high.school,cellular,jul,thu,104,no
45,admin.,married,university.degree,cellular,jul,thu,468,no
59,housemaid,married,basic.4y,cellular,jul,thu,69,no
43,blue-collar,single,basic.6y,cellular,jul,thu,79,no
47,admin.,married,high.school,telephone,jul,thu,225,no
45,blue-collar,single,university.degree,cellular,jul,thu,102,no
49,technician,married,basic.9y,cellular,jul,thu,183,no
42,technician,married,university.degree,cellular,jul,thu,65,no
28,admin.,single,university.degree,cellular,jul,thu,395,no
45,blue-collar,single,university.degree,cellular,jul,thu,291,no
39,self-employed,married,professional.course,cellular,jul,thu,49,no
41,services,divorced,high.school,cellular,jul,thu,474,no
50,management,married,university.degree,cellular,jul,thu,118,no
50,management,married,university.degree,telephone,jul,thu,30,no
36,management,married,university.degree,telephone,jul,thu,28,no
50,management,married,university.degree,cellular,jul,thu,221,no
42,self-employed,married,university.degree,telephone,jul,thu,30,no
45,entrepreneur,divorced,university.degree,cellular,jul,thu,216,no
35,technician,single,high.school,cellular,jul,thu,149,no
36,technician,married,high.school,telephone,jul,thu,110,no
44,services,married,high.school,cellular,jul,thu,374,no
38,housemaid,married,high.school,cellular,jul,thu,108,no
39,entrepreneur,married,high.school,cellular,jul,thu,244,no
50,technician,married,high.school,cellular,jul,thu,196,no
38,services,married,high.school,cellular,jul,thu,74,no
38,services,married,high.school,cellular,jul,thu,81,no
35,blue-collar,married,basic.9y,telephone,jul,thu,19,no
43,services,married,high.school,cellular,jul,thu,126,no
